Name,mdust,mdust_err_high,mdust_err_low,mdust_flag,tdust,tdust_err_high,tdust_err_low,tdust_flag,alpha,alpha_err_high,alpha_err_low,alpha_flag,wturn,wturn_err_high,wturn_err_low,wturn_flag,lir_total,lir_total_err_high,lir_total_err_low,lir_total_flag,lir_sf,lir_sf_err_high,lir_sf_err_low,lir_sf_flag,lir_agn,lir_agn_err_high,lir_agn_err_low,lir_agn_flag,agn_frac,agn_frac_high,agn_frac_low,agn_frac_flag,agn_frac_err_low,agn_frac_err_high
PG 1309+355,7.5972147528899994,0.16468072328000005,0.20066353531999948,0,28.766065237900001,2.5834140074000018,1.9591320152000016,0,2.09667496963,0.06739175689000021,0.062493457640000027,0,30.665067335300002,1.1820463685,1.4794245849000021,0,11.810418819600001,0.0069108700000004575,0.0091940718000014243,0,10.8793622709,0.046409231600000211,0.045413117600000774,0,11.7563489285,0.010881576100000956,0.01409725759999958,0,0.88270451401500005,,,0,0.1,0.1
PG 1310-108,6.8520390558699997,0.13704579401999961,0.1295252586300002,0,21.814328542800002,1.7476052895999956,1.9277266963000024,0,1.5788618516499999,0.076561260879999926,0.061670718720000073,0,39.842878914699995,2.6709356786000029,3.1595218756999941,0,10.3773582662,0.0073793435000002461,0.0097932872000008331,0,9.4102996452399985,0.090831017180001083,0.11956961037999747,0,10.3294477909,0.014486337400001048,0.019814614799999575,0,0.8924500616779999,,,0,0.1,0.1
PG 1322+659,7.74492133656,0.22841422570999992,0.17539662354000107,0,27.507596280100003,3.3179932079999972,3.8903447103000026,0,1.3775628629700003,0.10728852240999953,0.075631661650000126,0,52.760188921000001,13.347788386599994,10.860973906700004,0,11.499948591800001,0.013343505599999972,0.019240743400001037,0,10.9087572619,0.12098926540000043,0.17006138870000065,0,11.367692355699999,0.058054156100000753,0.067122601899997747,0,0.74236236064600003,,,0,0.1,0.1
PG 1341+258,7.5358354177899995,0.20634422104000105,0.20924156487000012,0,21.072034034800001,2.8127264341999982,2.3850688886000029,0,1.5542287880399999,0.079260182880000141,0.071666922489999729,0,54.5684625584,6.5345005241999985,6.8904155356000061,0,10.8346589568,0.01662843260000102,0.015334494899999385,0,10.006985243099999,0.12108154090000056,0.12543910301999972,0,10.765312186900001,0.029254380699999416,0.038223936800001468,0,0.85171354435000002,,,0,0.1,0.1
PG 1351+236,7.5904347859200003,0.032914747199998651,0.029209662780001366,0,26.002196331599997,0.51441234940000058,0.59106445769999993,0,1.4699243191299998,0.066567078910000133,0.066265358979999966,0,58.632799929099995,8.8591398732000002,7.9285967732999936,0,10.7723111942,0.0062950797000009828,0.0074908182000008594,0,10.6042937042,0.025451641500000122,0.029427310899999171,0,10.2783474752,0.055842277899998294,0.065612650600000322,0,0.32138026231,,,0,0.1,0.1
PG 1351+640,7.0131611566199998,0.042124955560000288,0.042402898149999757,0,42.051549678500002,0.91772107179999551,0.91880145319999684,0,2.9318239344000001,0.40974448180999978,0.27328988702000023,0,20.983147350899998,2.9878772766000026,2.9398868294999971,0,11.7114062779,0.019427292899999671,0.020687897300000202,0,11.2804921172,0.015036054800001253,0.018682774900000254,0,11.508676904200001,0.036849558899998414,0.036628201500001012,0,0.62551988913000001,,,0,0.1,0.1
PG 1352+183,5.6039057655100004,,,-1,,,,,1.2471374294399999,0.10499793987000006,0.083230882139999851,0,49.642435033100007,4.0486149942999887,10.086246166300008,0,11.179567208800002,,,-1,10.2663132555,,,-1,11.042755073699999,,,1,0.86087345238399993,,,1,,
PG 1354+213,7.56231244584,0.54791458854000119,0.56873199942000063,0,29.291256948099999,7.5062471824999975,6.9187333375999955,0,1.7846049058400002,0.12218840403999986,0.10182666571000043,0,39.476163754299996,6.5558038319000005,6.3572941317999963,0,11.809762964500001,0.020539383499999175,0.027075254400001469,0,10.963294423499999,0.1367666133000025,0.26722777929999886,0,11.745011019000001,0.049010960299998629,0.060496929500001073,0,0.85689333855000005,,,0,0.1,0.1
PG 1402+261,7.9425773518399989,0.24417067883000065,0.16356465716999846,0,27.298484702100001,3.8195965632000011,5.1406812897999998,0,1.1744408423200001,0.074788586779999777,0.062750640490000231,0,62.130775498399998,13.941459788000003,13.624004688799999,0,11.8380429504,0.0070148451999987316,0.0069605951000006883,0,11.069008639200002,0.20378480239999952,0.30244346100000286,0,11.756239581800001,0.048243304499999695,0.063119494100000395,0,0.82942353549199999,,,0,0.104129183696,0.1
PG 1404+226,8.0437930829499997,0.23351659111999901,0.19473348253000022,0,18.0928460666,2.2262644609999995,2.35241452,0,1.1001521124299998,0.087663305970000271,0.080985912809999672,0,68.384667398999994,13.506287356600012,13.595711352699993,0,10.822767971099999,0.017076864599999908,0.018944905899999753,0,10.1078150826,0.12770663090000056,0.12279620826000048,0,10.7284207274,0.038319143399998978,0.049008927099999156,0,0.80655350458000008,,,0,0.1,0.1
PG 1411+442,7.7516190720000004,0.094407909310000093,0.089059706289999596,0,22.7216439448,1.2368132144000015,1.4159850309999982,0,0.90812148912000001,0.085905116200000076,0.07446453064799996,0,46.321813090200003,6.1912204284999959,5.6653909716000044,0,11.285745161900001,0.0087069812999978069,0.0091063613000024191,0,10.4124719832,0.055388610999999699,0.077890968799998461,0,11.222827888699999,0.018498274600000641,0.017086561599999328,0,0.86591434224499997,,,0,0.1,0.1
PG 1415+451,7.6371798647200002,0.1363884282699992,0.11482554813000068,0,26.6001660692,1.7452602832999986,2.3682091256,0,1.2406817401600001,0.11732196467999989,0.092138772800000046,0,46.640005569499998,10.744831375500006,8.6787263824000007,0,11.307377088900001,0.012273994900001028,0.015090286700001343,0,10.708404053099999,0.071001862700001084,0.12103527449999874,0,11.179983379699999,0.046399502100001655,0.04116870239999848,0,0.74717627329400005,,,0,0.1,0.1
