Name,mdust,mdust_err_high,mdust_err_low,mdust_flag,tdust,tdust_err_high,tdust_err_low,tdust_flag,alpha,alpha_err_high,alpha_err_low,alpha_flag,wturn,wturn_err_high,wturn_err_low,wturn_flag,lir_total,lir_total_err_high,lir_total_err_low,lir_total_flag,lir_sf,lir_sf_err_high,lir_sf_err_low,lir_sf_flag,lir_agn,lir_agn_err_high,lir_agn_err_low,lir_agn_flag,agn_frac,agn_frac_err_high,agn_frac_err_low,agn_frac_flag
1RXSJ044154.5-082639,6.7952850098899997,0.20725982204000104,0.1406477713599994,0,27.977273955300003,2.4496291803999988,4.2125674012000047,0,1.7035283488600002,0.45741997819000013,0.34254106859000011,0,47.713906100299994,18.84982597150001,13.958688065099992,0,10.364784378200001,0.031355429899997844,0.038367875600000545,0,9.9852597671100014,0.11502581718999849,0.22641906485000085,0,10.134360146699999,0.12468248840000129,0.15802118413999899,0,0.58140726606000004,0.17803287288699998,0.14957695855300007,0
1RXSJ045205.0+493248,7.4728390645899996,0.11533050406000012,0.10161003173999994,0,23.2658426725,0.99404487480000014,1.6137937448999971,0,1.4356521418099999,0.59317515587000003,0.4568874309519998,0,39.950513690999998,14.816280112800001,13.088923587899998,0,10.478877381,0.031512286799999956,0.034898879500000035,0,10.1865429752,0.043422764099998901,0.079963361899999086,0,10.173419146400001,0.09611237419999874,0.10752247210000121,0,0.49338866786799995,0.09006710626500003,0.082304426989999901,0
2E1739.1-1210,7.5514310615899989,0.21515486242000126,0.18730823614999981,0,25.1093950739,2.1097025453999976,2.9962775021999981,0,1.4575509123100001,0.51244529455999999,0.37255256108000023,0,45.2183267586,16.421260266499999,14.163159654799998,0,10.8248156967,0.033898515999998935,0.036600082399999678,0,10.463684734199999,0.067879965600001313,0.13634008789999896,0,10.5848857564,0.099489339499999829,0.12221444600000098,0,0.57198949406699995,0.11743242514500007,0.10738796707399995,0
2MASSJ07594181-3843560,6.815350916619999,,,-1,,,,,1.1463773724600002,0.48079011693999973,0.44010826486700017,0,38.456727186799995,6.9696196786000044,4.9134288758999958,0,10.631276742699999,,,-1,9.5122171131199984,,,-1,10.4665232122,,,1,0.91036481195899999,,,1
2MASSJ17485512-3254521,6.3430449697599993,,,-1,,,,,1.3657456011700002,0.4729517702499999,0.41344953751800018,0,47.454444913800003,18.522393035999997,15.849672473200005,0,9.4002804190899987,,,-1,9.0218773719699996,,,-1,9.0087313275599996,,,1,0.53963713687199999,,,1
2MASXJ00253292+6821442,6.1572965331400002,0.39019377232999908,0.17721038894999985,0,25.335397022600002,2.7890931185999968,5.0646801817000018,0,1.4636958261399999,0.52618191495000044,0.40229422411000004,0,45.400247102200005,16.3833071838,15.930218107400005,0,9.6207946428899991,0.043179760790001964,0.046999466429998193,0,9.1027622820899996,0.10107199109999954,0.19223034940000083,0,9.4724975563499996,0.08774179761000056,0.12734719654999971,0,0.70465484654499988,0.11082038876900002,0.12061382096899986,0
2MASXJ01064523+0638015,6.81148986048,0.68846072239999945,0.44265122759999986,0,21.561870322299999,9.0946623571000025,7.5024304920999985,0,1.8551894409599998,0.53333454790000001,0.41775856770999997,0,44.582788507499998,10.567814722200005,9.1011184111999981,0,10.464237535300001,0.047704785099998759,0.05041062760000159,0,9.3090441518800002,0.52468786516999977,0.41855753799999995,0,10.421073721100001,0.060983117699999312,0.091622360100000577,0,0.93165055695400001,0.042223101399999963,0.16422263965700001,0
2MASXJ01073963-1139117,7.65988833757,0.094441937070000037,0.059692089169999463,0,25.524084813000002,1.271232463599997,1.9602151691000032,0,2.0473382554200001,0.57659182017999999,0.49252631801000013,0,41.527347474199999,20.194782645700002,10.352577251100001,0,10.873949073499999,0.031033717399999716,0.031213930799998124,0,10.6311876999,0.064867677000000512,0.10991134260000024,0,10.518477058,0.12100547930000083,0.15055686790000067,0,0.43711780891800001,0.12869458907299991,0.11591611250899997,0
2MASXJ03305218+0538253,6.7608301832599995,0.6923204269799994,0.3289470353999997,0,28.1980788754,6.5671958428999986,8.7575066385999989,0,2.4628242716900002,0.7797735420199996,0.60957579321000033,0,33.770449416399998,8.4681701825000033,9.6687018762999948,0,10.808215502199999,0.05844498879999982,0.067567043399998639,0,10.0176399177,0.20908212550000016,0.31659785183000011,0,10.7327966438,0.084374679299999755,0.12097487750000013,0,0.84027391985099997,0.084484716902000101,0.12980715250099994,0
2MASXJ03342453-1513402,7.4347109826899995,0.050742343920000543,0.039003271009999452,0,26.609878870700001,0.61454505339999699,1.0895606326000014,0,1.6907458447400001,0.57786394641000016,0.43910641698000008,0,43.001950719300005,24.144256885199987,16.101821506500002,0,10.5927561163,0.027373138499999783,0.027294880299999491,0,10.5056777523,0.032818508099998311,0.068334189599999817,0,9.852037383019999,0.26898242938000116,0.29388552598999773,0,0.17813880461199999,0.14110606003499998,0.085254566473100007,0
2MASXJ03502377-5018354,7.2014335504899991,0.12407847137000161,0.086205716529998533,0,27.000155614600001,1.1684088178999978,2.0900557788,0,2.1010015067999999,0.51171995919000013,0.44471208167999987,0,49.319529272399997,20.009086802300011,19.265436365899998,0,10.3638031423,0.027257438899999542,0.027990224599999891,0,10.3087246038,0.049568162799999982,0.10032277040000004,0,10.129343116499999,,,-1,0.47205504025399997,,,-1
2MASXJ03534246+3714077,6.9898529635800006,0.070434505069999709,0.039784583210001223,0,26.466215179299997,0.7315775808000069,1.6526121891999956,0,1.7316094389800001,0.42603959399000013,0.42210718640000011,0,52.420622592700006,29.974711873799997,19.704773307000004,0,10.1140572027,0.025113754799999555,0.021879840799998718,0,10.0504303826,0.036545294199999745,0.1032803778399991,0,9.2636101110000002,0.40558898204999849,0.47014344971000099,0,0.13251576253399999,0.199271550967,0.09418037742709999,0
2MASXJ03540948+0249307,6.846810057409999,,,-1,,,,,1.6544990577500001,0.43449698873000009,0.35083356855000014,0,53.893542135699995,12.863361224700007,9.1734775303999996,0,10.4488069077,,,-1,9.5304527596399993,,,-1,10.298425521699999,,,1,0.86622199833999991,,,1
2MASXJ04234080+0408017,7.4385094942099999,0.17433898866999975,0.10174598044999961,0,26.294356381100002,2.1380386994999974,3.6050226481000003,0,1.6651419218000001,0.54875820077999959,0.29922393290000016,0,50.482473345500004,28.280739456899987,12.351877570300005,0,10.917242762899999,0.033231221200001215,0.032328239099998157,0,10.4776716569,0.11117955229999943,0.18923494589999912,0,10.7287738752,0.093573757999999785,0.11721649059999883,0,0.641764668521,0.13027922832399996,0.12437648291500003,0
2MASXJ04440903+2813003,7.0633220611200001,0.11440173166000012,0.1361935526099991,0,24.217660321900002,1.0233433623000003,0.82590577210000049,0,0.95758003277199999,0.57839199887799986,0.42161500365999993,0,45.070356097500003,19.184693662400001,16.820511949900002,0,9.9220892625600001,0.027921579209998271,0.03036014979000079,0,9.892364860319999,0.03726695153000037,0.043729908899999614,0,9.1591089373199992,,,-1,0.17040624869900001,,,-1
2MASXJ05020903+0331499,6.448116627130001,0.57206959960999804,0.2231918134000006,0,20.604131885200001,3.0617672642999985,6.209456427200001,0,1.6164439514500002,0.36944744381999994,0.30277636088000004,0,58.467479226400002,16.679518040700003,16.955289057199998,0,9.2147444373400003,0.034567470159998948,0.034044956309999819,0,8.8373433812300011,0.17929349296999852,0.36640014246000163,0,8.9932023819199998,0.11901089550000066,0.20442393477000032,0,0.59206484371000012,0.22440590095899993,0.21789447913200011,0
